"field","journal","year","n_graphs","n_bar_cont","n_informative","n_bar_or_informative","policy","policy_year","log_offset","year_centered"
"pharmacology & pharmacy","alimentary pharmacology & therapeutics",2015,152,23,48,62,0,0,0.418710334858185,-2.7887633396108
"pharmacology & pharmacy","alimentary pharmacology & therapeutics",2016,153,27,54,73,0,0,0.425267735404344,-1.7887633396108
"pharmacology & pharmacy","alimentary pharmacology & therapeutics",2017,163,17,41,54,0,0,0.488580014818671,-0.788763339610796
"pharmacology & pharmacy","alimentary pharmacology & therapeutics",2018,188,30,44,61,0,0,0.631271776841858,0.211236660389204
"pharmacology & pharmacy","alimentary pharmacology & therapeutics",2019,168,22,36,51,0,0,0.518793793415168,1.2112366603892
"pharmacology & pharmacy","alimentary pharmacology & therapeutics",2020,169,27,39,59,0,0,0.524728528934982,2.2112366603892
"pharmacology & pharmacy","alimentary pharmacology & therapeutics",2021,146,12,34,44,0,0,0.378436435720245,3.2112366603892
"pharmacology & pharmacy","alimentary pharmacology & therapeutics",2022,158,17,38,49,0,0,0.457424847038875,4.2112366603892
"pharmacology & pharmacy","alimentary pharmacology & therapeutics",2023,138,18,39,50,0,0,0.322083499169113,5.2112366603892
"pharmacology & pharmacy","alimentary pharmacology & therapeutics",2024,153,22,34,51,0,0,0.425267735404344,6.2112366603892
"pharmacology & pharmacy","alimentary pharmacology & therapeutics",2025,194,22,40,57,0,0,0.662687973075237,7.2112366603892
"pharmacology & pharmacy","british journal of pharmacology",2010,391,332,52,340,1,1,1.36353737399727,-7.7887633396108
"pharmacology & pharmacy","british journal of pharmacology",2011,334,299,42,302,1,2,1.20597080698861,-6.7887633396108
"pharmacology & pharmacy","british journal of pharmacology",2012,401,355,62,363,1,3,1.38879124131848,-5.7887633396108
"pharmacology & pharmacy","british journal of pharmacology",2013,341,298,45,304,1,4,1.22671229129543,-4.7887633396108
"pharmacology & pharmacy","british journal of pharmacology",2014,291,255,44,256,1,5,1.0681530811834,-3.7887633396108
"pharmacology & pharmacy","british journal of pharmacology",2015,321,289,58,297,1,6,1.16627093714192,-2.7887633396108
"pharmacology & pharmacy","british journal of pharmacology",2016,209,180,49,192,1,7,0.73716406597672,-1.7887633396108
"pharmacology & pharmacy","british journal of pharmacology",2017,216,186,53,195,1,8,0.770108221696074,-0.788763339610796
"pharmacology & pharmacy","british journal of pharmacology",2018,229,181,87,206,1,9,0.828551817566148,0.211236660389204
"pharmacology & pharmacy","british journal of pharmacology",2019,199,145,107,192,1,10,0.688134638736401,1.2112366603892
"pharmacology & pharmacy","british journal of pharmacology",2020,246,178,144,236,1,11,0.900161349944271,2.2112366603892
"pharmacology & pharmacy","british journal of pharmacology",2021,191,91,145,179,1,12,0.647103242058538,3.2112366603892
"pharmacology & pharmacy","british journal of pharmacology",2022,197,80,158,182,1,13,0.678033542749897,4.2112366603892
"pharmacology & pharmacy","british journal of pharmacology",2023,146,63,119,139,1,14,0.378436435720245,5.2112366603892
"pharmacology & pharmacy","british journal of pharmacology",2024,214,77,168,197,1,15,0.76080582903376,6.2112366603892
"pharmacology & pharmacy","british journal of pharmacology",2025,305,105,269,288,1,16,1.11514159061932,7.2112366603892
"pharmacology & pharmacy","journal of controlled release",2010,335,254,52,265,0,0,1.20896034583698,-7.7887633396108
"pharmacology & pharmacy","journal of controlled release",2011,296,221,45,233,0,0,1.08518926833597,-6.7887633396108
"pharmacology & pharmacy","journal of controlled release",2012,394,321,68,334,0,0,1.37118072330984,-5.7887633396108
"pharmacology & pharmacy","journal of controlled release",2013,322,262,66,268,0,0,1.16938135955632,-4.7887633396108
"pharmacology & pharmacy","journal of controlled release",2014,307,252,77,265,0,0,1.12167756159911,-3.7887633396108
"pharmacology & pharmacy","journal of controlled release",2015,413,355,116,366,0,0,1.41827740697294,-2.7887633396108
"pharmacology & pharmacy","journal of controlled release",2016,396,334,141,352,0,0,1.37624402526639,-1.7887633396108
"pharmacology & pharmacy","journal of controlled release",2017,379,317,127,332,0,0,1.33236601909433,-0.788763339610796
"pharmacology & pharmacy","journal of controlled release",2018,359,309,152,327,0,0,1.27815220250019,0.211236660389204
"pharmacology & pharmacy","journal of controlled release",2019,339,268,151,291,0,0,1.22082992139236,1.2112366603892
"pharmacology & pharmacy","journal of controlled release",2020,387,325,198,352,0,0,1.35325450704169,2.2112366603892
"pharmacology & pharmacy","journal of controlled release",2021,411,266,173,295,0,0,1.41342302850814,3.2112366603892
"pharmacology & pharmacy","journal of controlled release",2022,415,338,245,382,0,0,1.42310833424261,4.2112366603892
"pharmacology & pharmacy","journal of controlled release",2023,504,402,310,470,0,0,1.61740608208328,5.2112366603892
"pharmacology & pharmacy","journal of controlled release",2024,571,464,407,555,0,0,1.74221902366792,6.2112366603892
"pharmacology & pharmacy","journal of controlled release",2025,792,632,591,771,0,0,2.06939120582633,7.2112366603892
"pharmacology & pharmacy","journal of food & drug analysis",2014,39,9,1,10,0,0,-0.941608539858445,-3.7887633396108
"pharmacology & pharmacy","journal of food & drug analysis",2015,86,26,1,27,0,0,-0.150822889734584,-2.7887633396108
"pharmacology & pharmacy","journal of food & drug analysis",2016,92,34,7,38,0,0,-0.083381608939051,-1.7887633396108
"pharmacology & pharmacy","journal of food & drug analysis",2017,82,39,4,42,0,0,-0.198450938723838,-0.788763339610796
"pharmacology & pharmacy","journal of food & drug analysis",2018,130,56,10,64,0,0,0.262364264467491,0.211236660389204
"pharmacology & pharmacy","journal of food & drug analysis",2019,77,33,10,42,0,0,-0.261364764134408,1.2112366603892
"pharmacology & pharmacy","journal of food & drug analysis",2020,33,20,9,23,0,0,-1.10866262452161,2.2112366603892
"pharmacology & pharmacy","journal of food & drug analysis",2021,45,28,11,31,0,0,-0.798507696217772,3.2112366603892
"pharmacology & pharmacy","journal of food & drug analysis",2022,33,16,9,19,0,0,-1.10866262452161,4.2112366603892
"pharmacology & pharmacy","journal of food & drug analysis",2023,39,20,8,24,0,0,-0.941608539858445,5.2112366603892
"pharmacology & pharmacy","journal of food & drug analysis",2024,30,17,3,18,0,0,-1.20397280432594,6.2112366603892
"pharmacology & pharmacy","journal of food & drug analysis",2025,26,18,10,21,0,0,-1.34707364796661,7.2112366603892
"pharmacology & pharmacy","pharmaceutics",2010,26,10,3,12,0,0,-1.34707364796661,-7.7887633396108
"pharmacology & pharmacy","pharmaceutics",2011,48,18,4,19,0,0,-0.7339691750802,-6.7887633396108
"pharmacology & pharmacy","pharmaceutics",2012,43,17,2,17,0,0,-0.843970070294529,-5.7887633396108
"pharmacology & pharmacy","pharmaceutics",2013,35,9,7,14,0,0,-1.04982212449868,-4.7887633396108
"pharmacology & pharmacy","pharmaceutics",2014,33,13,4,15,0,0,-1.10866262452161,-3.7887633396108
"pharmacology & pharmacy","pharmaceutics",2015,24,13,2,14,0,0,-1.42711635564015,-2.7887633396108
"pharmacology & pharmacy","pharmaceutics",2016,22,12,2,14,0,0,-1.51412773262978,-1.7887633396108
"pharmacology & pharmacy","pharmaceutics",2017,41,13,5,16,0,0,-0.891598119283784,-0.788763339610796
"pharmacology & pharmacy","pharmaceutics",2018,216,126,34,140,0,0,0.770108221696074,0.211236660389204
"pharmacology & pharmacy","pharmaceutics",2019,557,379,107,410,0,0,1.71739505393919,1.2112366603892
"pharmacology & pharmacy","pharmaceutics",2020,952,614,212,687,0,0,2.25339484880327,2.2112366603892
"pharmacology & pharmacy","pharmaceutics",2021,1660,1044,469,1211,0,0,2.8094026953625,3.2112366603892
"pharmacology & pharmacy","pharmaceutics",2022,2133,1421,673,1644,0,0,3.06011453248326,4.2112366603892
"pharmacology & pharmacy","pharmaceutics",2023,1855,1194,606,1401,0,0,2.92046978905344,5.2112366603892
"pharmacology & pharmacy","pharmaceutics",2024,1136,704,358,832,0,0,2.43009841329301,6.2112366603892
"pharmacology & pharmacy","pharmaceutics",2025,1105,714,390,831,0,0,2.40243042796376,7.2112366603892
"physiology scie","acta physiologica",2010,82,57,12,63,0,0,-0.198450938723838,-7.7887633396108
"physiology scie","acta physiologica",2011,86,68,12,71,0,0,-0.150822889734584,-6.7887633396108
"physiology scie","acta physiologica",2012,81,59,7,60,0,0,-0.210721031315653,-5.7887633396108
"physiology scie","acta physiologica",2013,85,68,8,69,0,0,-0.162518929497775,-4.7887633396108
"physiology scie","acta physiologica",2014,113,97,19,101,0,0,0.122217632724249,-3.7887633396108
"physiology scie","acta physiologica",2015,75,66,17,68,0,0,-0.287682072451781,-2.7887633396108
"physiology scie","acta physiologica",2016,54,47,5,48,0,0,-0.616186139423817,-1.7887633396108
"physiology scie","acta physiologica",2017,66,56,17,61,0,0,-0.415515443961666,-0.788763339610796
"physiology scie","acta physiologica",2018,83,68,25,77,0,0,-0.186329578191493,0.211236660389204
"physiology scie","acta physiologica",2019,80,61,31,75,0,0,-0.22314355131421,1.2112366603892
"physiology scie","acta physiologica",2020,59,44,33,57,0,0,-0.527632742082372,2.2112366603892
"physiology scie","acta physiologica",2021,77,47,56,75,0,0,-0.261364764134408,3.2112366603892
"physiology scie","acta physiologica",2022,57,32,45,55,0,0,-0.562118918153541,4.2112366603892
"physiology scie","acta physiologica",2023,53,23,40,48,0,0,-0.63487827243597,5.2112366603892
"physiology scie","acta physiologica",2024,86,31,67,79,0,0,-0.150822889734584,6.2112366603892
"physiology scie","acta physiologica",2025,80,26,68,73,0,0,-0.22314355131421,7.2112366603892
"physiology scie","american journal of physiology cell physiology",2010,284,260,49,265,1,1,1.04380405217311,-7.7887633396108
"physiology scie","american journal of physiology cell physiology",2011,263,243,36,246,1,2,0.966983846189673,-6.7887633396108
"physiology scie","american journal of physiology cell physiology",2012,267,244,47,253,1,3,0.982078472412158,-5.7887633396108
"physiology scie","american journal of physiology cell physiology",2013,202,186,31,189,1,4,0.703097511413113,-4.7887633396108
"physiology scie","american journal of physiology cell physiology",2014,189,175,28,179,1,5,0.636576829071551,-3.7887633396108
"physiology scie","american journal of physiology cell physiology",2015,153,144,34,148,1,6,0.425267735404344,-2.7887633396108
"physiology scie","american journal of physiology cell physiology",2016,158,145,31,151,1,7,0.457424847038875,-1.7887633396108
"physiology scie","american journal of physiology cell physiology",2017,111,104,30,108,1,8,0.104360015324243,-0.788763339610796
"physiology scie","american journal of physiology cell physiology",2018,121,110,48,117,1,9,0.19062035960865,0.211236660389204
"physiology scie","american journal of physiology cell physiology",2019,174,128,91,169,1,10,0.553885113226438,1.2112366603892
"physiology scie","american journal of physiology cell physiology",2020,160,64,124,148,1,11,0.470003629245736,2.2112366603892
"physiology scie","american journal of physiology cell physiology",2021,111,45,98,102,1,12,0.104360015324243,3.2112366603892
"physiology scie","american journal of physiology cell physiology",2022,109,38,99,108,1,13,0.0861776962410524,4.2112366603892
"physiology scie","american journal of physiology cell physiology",2023,126,46,111,121,1,14,0.231111720963387,5.2112366603892
"physiology scie","american journal of physiology cell physiology",2024,186,78,167,181,1,15,0.62057648772511,6.2112366603892
"physiology scie","american journal of physiology cell physiology",2025,221,73,200,211,1,16,0.792992515529661,7.2112366603892
"physiology scie","american journal of physiology endocrinology & metabolism",2010,232,204,30,216,1,1,0.841567185678219,-7.7887633396108
"physiology scie","american journal of physiology endocrinology & metabolism",2011,240,220,24,223,1,2,0.8754687373539,-6.7887633396108
"physiology scie","american journal of physiology endocrinology & metabolism",2012,284,248,39,255,1,3,1.04380405217311,-5.7887633396108
"physiology scie","american journal of physiology endocrinology & metabolism",2013,270,247,47,250,1,4,0.993251773010283,-4.7887633396108
"physiology scie","american journal of physiology endocrinology & metabolism",2014,237,215,38,223,1,5,0.86288995514704,-3.7887633396108
"physiology scie","american journal of physiology endocrinology & metabolism",2015,188,171,37,176,1,6,0.631271776841858,-2.7887633396108
"physiology scie","american journal of physiology endocrinology & metabolism",2016,165,148,31,155,1,7,0.500775287912489,-1.7887633396108
"physiology scie","american journal of physiology endocrinology & metabolism",2017,112,98,29,104,1,8,0.113328685307003,-0.788763339610796
"physiology scie","american journal of physiology endocrinology & metabolism",2018,164,128,60,147,1,9,0.494696241836107,0.211236660389204
"physiology scie","american journal of physiology endocrinology & metabolism",2019,194,149,92,182,1,10,0.662687973075237,1.2112366603892
"physiology scie","american journal of physiology endocrinology & metabolism",2020,170,96,105,153,1,11,0.53062825106217,2.2112366603892
"physiology scie","american journal of physiology endocrinology & metabolism",2021,145,75,98,135,1,12,0.371563556432483,3.2112366603892
"physiology scie","american journal of physiology endocrinology & metabolism",2022,77,25,64,71,1,13,-0.261364764134408,4.2112366603892
"physiology scie","american journal of physiology endocrinology & metabolism",2023,99,30,76,84,1,14,-0.0100503358535015,5.2112366603892
"physiology scie","american journal of physiology endocrinology & metabolism",2024,111,38,91,101,1,15,0.104360015324243,6.2112366603892
"physiology scie","american journal of physiology endocrinology & metabolism",2025,138,39,111,125,1,16,0.322083499169113,7.2112366603892
"physiology scie","american journal of physiology gastrointestinal & liver physiology",2010,246,219,26,227,1,1,0.900161349944271,-7.7887633396108
"physiology scie","american journal of physiology gastrointestinal & liver physiology",2011,207,189,36,197,1,2,0.727548607277278,-6.7887633396108
"physiology scie","american journal of physiology gastrointestinal & liver physiology",2012,266,236,58,246,1,3,0.978326122793608,-5.7887633396108
"physiology scie","american journal of physiology gastrointestinal & liver physiology",2013,194,179,42,182,1,4,0.662687973075237,-4.7887633396108
"physiology scie","american journal of physiology gastrointestinal & liver physiology",2014,176,154,53,162,1,5,0.56531380905006,-3.7887633396108
"physiology scie","american journal of physiology gastrointestinal & liver physiology",2015,149,135,51,141,1,6,0.398776119957368,-2.7887633396108
"physiology scie","american journal of physiology gastrointestinal & liver physiology",2016,182,161,63,172,1,7,0.598836501088704,-1.7887633396108
"physiology scie","american journal of physiology gastrointestinal & liver physiology",2017,98,79,37,92,1,8,-0.0202027073175195,-0.788763339610796
"physiology scie","american journal of physiology gastrointestinal & liver physiology",2018,132,119,55,127,1,9,0.27763173659828,0.211236660389204
"physiology scie","american journal of physiology gastrointestinal & liver physiology",2019,137,101,66,128,1,10,0.314810739840034,1.2112366603892
"physiology scie","american journal of physiology gastrointestinal & liver physiology",2020,130,82,74,116,1,11,0.262364264467491,2.2112366603892
"physiology scie","american journal of physiology gastrointestinal & liver physiology",2021,123,51,81,104,1,12,0.207014169384326,3.2112366603892
"physiology scie","american journal of physiology gastrointestinal & liver physiology",2022,84,24,67,78,1,13,-0.174353387144778,4.2112366603892
"physiology scie","american journal of physiology gastrointestinal & liver physiology",2023,71,27,64,67,1,14,-0.342490308946776,5.2112366603892
"physiology scie","american journal of physiology gastrointestinal & liver physiology",2024,113,42,97,105,1,15,0.122217632724249,6.2112366603892
"physiology scie","american journal of physiology gastrointestinal & liver physiology",2025,99,36,79,95,1,16,-0.0100503358535015,7.2112366603892
"physiology scie","american journal of physiology heart & circulatory physiology",2010,453,372,59,388,1,1,1.51072193949494,-7.7887633396108
"physiology scie","american journal of physiology heart & circulatory physiology",2011,469,386,56,404,1,2,1.54543258245819,-6.7887633396108
"physiology scie","american journal of physiology heart & circulatory physiology",2012,338,271,47,285,1,3,1.21787570949493,-5.7887633396108
"physiology scie","american journal of physiology heart & circulatory physiology",2013,317,269,52,275,1,4,1.15373158788919,-4.7887633396108
"physiology scie","american journal of physiology heart & circulatory physiology",2014,337,277,69,297,1,5,1.21491274436427,-3.7887633396108
"physiology scie","american journal of physiology heart & circulatory physiology",2015,322,258,73,288,1,6,1.16938135955632,-2.7887633396108
"physiology scie","american journal of physiology heart & circulatory physiology",2016,275,214,78,238,1,7,1.01160091167848,-1.7887633396108
"physiology scie","american journal of physiology heart & circulatory physiology",2017,188,156,52,172,1,8,0.631271776841858,-0.788763339610796
"physiology scie","american journal of physiology heart & circulatory physiology",2018,220,168,75,195,1,9,0.78845736036427,0.211236660389204
"physiology scie","american journal of physiology heart & circulatory physiology",2019,209,112,112,180,1,10,0.73716406597672,1.2112366603892
"physiology scie","american journal of physiology heart & circulatory physiology",2020,214,59,161,182,1,11,0.76080582903376,2.2112366603892
"physiology scie","american journal of physiology heart & circulatory physiology",2021,224,70,176,195,1,12,0.806475865866949,3.2112366603892
"physiology scie","american journal of physiology heart & circulatory physiology",2022,152,24,130,132,1,13,0.418710334858185,4.2112366603892
"physiology scie","american journal of physiology heart & circulatory physiology",2023,151,32,115,122,1,14,0.412109650826833,5.2112366603892
"physiology scie","american journal of physiology heart & circulatory physiology",2024,197,42,149,157,1,15,0.678033542749897,6.2112366603892
"physiology scie","american journal of physiology heart & circulatory physiology",2025,196,31,154,164,1,16,0.672944473242426,7.2112366603892
"physiology scie","american journal of physiology lung cellular & molecular physiology",2010,170,157,29,162,1,1,0.53062825106217,-7.7887633396108
"physiology scie","american journal of physiology lung cellular & molecular physiology",2011,191,174,25,180,1,2,0.647103242058538,-6.7887633396108
"physiology scie","american journal of physiology lung cellular & molecular physiology",2012,215,205,59,210,1,3,0.765467842139571,-5.7887633396108
"physiology scie","american journal of physiology lung cellular & molecular physiology",2013,158,141,43,146,1,4,0.457424847038875,-4.7887633396108
"physiology scie","american journal of physiology lung cellular & molecular physiology",2014,174,156,43,163,1,5,0.553885113226438,-3.7887633396108
"physiology scie","american journal of physiology lung cellular & molecular physiology",2015,224,200,82,219,1,6,0.806475865866949,-2.7887633396108
"physiology scie","american journal of physiology lung cellular & molecular physiology",2016,202,175,66,195,1,7,0.703097511413113,-1.7887633396108
"physiology scie","american journal of physiology lung cellular & molecular physiology",2017,167,109,106,164,1,8,0.512823626428664,-0.788763339610796
"physiology scie","american journal of physiology lung cellular & molecular physiology",2018,157,91,114,153,1,9,0.451075619360217,0.211236660389204
"physiology scie","american journal of physiology lung cellular & molecular physiology",2019,160,95,110,150,1,10,0.470003629245736,1.2112366603892
"physiology scie","american journal of physiology lung cellular & molecular physiology",2020,167,73,130,151,1,11,0.512823626428664,2.2112366603892
"physiology scie","american journal of physiology lung cellular & molecular physiology",2021,159,41,140,148,1,12,0.46373401623214,3.2112366603892
"physiology scie","american journal of physiology lung cellular & molecular physiology",2022,108,28,96,103,1,13,0.0769610411361284,4.2112366603892
"physiology scie","american journal of physiology lung cellular & molecular physiology",2023,126,21,110,114,1,14,0.231111720963387,5.2112366603892
"physiology scie","american journal of physiology lung cellular & molecular physiology",2024,130,26,120,125,1,15,0.262364264467491,6.2112366603892
"physiology scie","american journal of physiology lung cellular & molecular physiology",2025,111,23,98,105,1,16,0.104360015324243,7.2112366603892
"physiology scie","american journal of physiology regulatory integrative & comparative physiology",2010,343,279,40,291,1,1,1.23256026117785,-7.7887633396108
"physiology scie","american journal of physiology regulatory integrative & comparative physiology",2011,312,259,38,268,1,2,1.13783300182139,-6.7887633396108
"physiology scie","american journal of physiology regulatory integrative & comparative physiology",2012,263,220,30,229,1,3,0.966983846189673,-5.7887633396108
"physiology scie","american journal of physiology regulatory integrative & comparative physiology",2013,246,196,35,209,1,4,0.900161349944271,-4.7887633396108
"physiology scie","american journal of physiology regulatory integrative & comparative physiology",2014,221,186,29,197,1,5,0.792992515529661,-3.7887633396108
"physiology scie","american journal of physiology regulatory integrative & comparative physiology",2015,230,184,47,198,1,6,0.832909122935104,-2.7887633396108
"physiology scie","american journal of physiology regulatory integrative & comparative physiology",2016,240,192,39,203,1,7,0.8754687373539,-1.7887633396108
"physiology scie","american journal of physiology regulatory integrative & comparative physiology",2017,163,113,51,138,1,8,0.488580014818671,-0.788763339610796
"physiology scie","american journal of physiology regulatory integrative & comparative physiology",2018,182,133,50,157,1,9,0.598836501088704,0.211236660389204
"physiology scie","american journal of physiology regulatory integrative & comparative physiology",2019,157,96,82,138,1,10,0.451075619360217,1.2112366603892
"physiology scie","american journal of physiology regulatory integrative & comparative physiology",2020,159,73,97,142,1,11,0.46373401623214,2.2112366603892
"physiology scie","american journal of physiology regulatory integrative & comparative physiology",2021,154,45,99,121,1,12,0.431782416425538,3.2112366603892
"physiology scie","american journal of physiology regulatory integrative & comparative physiology",2022,124,31,95,112,1,13,0.215111379616945,4.2112366603892
"physiology scie","american journal of physiology regulatory integrative & comparative physiology",2023,117,23,96,105,1,14,0.157003748809665,5.2112366603892
"physiology scie","american journal of physiology regulatory integrative & comparative physiology",2024,100,23,73,83,1,15,0,6.2112366603892
"physiology scie","american journal of physiology regulatory integrative & comparative physiology",2025,144,31,116,129,1,16,0.364643113587909,7.2112366603892
"physiology scie","american journal of physiology renal physiology",2010,287,252,43,261,1,1,1.05431202977153,-7.7887633396108
"physiology scie","american journal of physiology renal physiology",2011,271,242,36,249,1,2,0.99694863489161,-6.7887633396108
"physiology scie","american journal of physiology renal physiology",2012,323,292,48,294,1,3,1.17248213723457,-5.7887633396108
"physiology scie","american journal of physiology renal physiology",2013,307,273,53,281,1,4,1.12167756159911,-4.7887633396108
"physiology scie","american journal of physiology renal physiology",2014,265,228,57,241,1,5,0.974559639998131,-3.7887633396108
"physiology scie","american journal of physiology renal physiology",2015,218,188,46,200,1,6,0.779324876800998,-2.7887633396108
"physiology scie","american journal of physiology renal physiology",2016,218,174,59,191,1,7,0.779324876800998,-1.7887633396108
"physiology scie","american journal of physiology renal physiology",2017,205,156,66,182,1,8,0.717839793150317,-0.788763339610796
"physiology scie","american journal of physiology renal physiology",2018,263,207,102,237,1,9,0.966983846189673,0.211236660389204
"physiology scie","american journal of physiology renal physiology",2019,249,167,115,223,1,10,0.912282710476616,1.2112366603892
"physiology scie","american journal of physiology renal physiology",2020,223,114,135,200,1,11,0.802001585472027,2.2112366603892
"physiology scie","american journal of physiology renal physiology",2021,135,48,101,122,1,12,0.300104592450338,3.2112366603892
"physiology scie","american journal of physiology renal physiology",2022,96,25,87,95,1,13,-0.0408219945202552,4.2112366603892
"physiology scie","american journal of physiology renal physiology",2023,98,22,90,93,1,14,-0.0202027073175195,5.2112366603892
"physiology scie","american journal of physiology renal physiology",2024,136,24,121,128,1,15,0.307484699747961,6.2112366603892
"physiology scie","american journal of physiology renal physiology",2025,117,24,106,109,1,16,0.157003748809665,7.2112366603892
"physiology scie","archives of physiology & biochemistry",2010,23,11,4,14,0,0,-1.46967597005894,-7.7887633396108
"physiology scie","archives of physiology & biochemistry",2011,16,8,2,10,0,0,-1.83258146374831,-6.7887633396108
"physiology scie","archives of physiology & biochemistry",2012,26,11,4,13,0,0,-1.34707364796661,-5.7887633396108
"physiology scie","archives of physiology & biochemistry",2013,19,10,4,13,0,0,-1.66073120682165,-4.7887633396108
"physiology scie","archives of physiology & biochemistry",2014,22,12,2,13,0,0,-1.51412773262978,-3.7887633396108
"physiology scie","archives of physiology & biochemistry",2015,29,16,2,17,0,0,-1.23787435600162,-2.7887633396108
"physiology scie","archives of physiology & biochemistry",2016,35,22,4,25,0,0,-1.04982212449868,-1.7887633396108
"physiology scie","archives of physiology & biochemistry",2017,45,30,5,32,0,0,-0.798507696217772,-0.788763339610796
"physiology scie","archives of physiology & biochemistry",2018,57,39,3,41,0,0,-0.562118918153541,0.211236660389204
"physiology scie","archives of physiology & biochemistry",2019,56,43,3,45,0,0,-0.579818495252942,1.2112366603892
"physiology scie","archives of physiology & biochemistry",2020,52,42,4,43,0,0,-0.653926467406664,2.2112366603892
"physiology scie","archives of physiology & biochemistry",2021,63,46,7,49,0,0,-0.462035459596559,3.2112366603892
"physiology scie","archives of physiology & biochemistry",2022,185,122,34,135,0,0,0.615185639090233,4.2112366603892
"physiology scie","archives of physiology & biochemistry",2023,116,87,18,92,0,0,0.148420005118273,5.2112366603892
"physiology scie","archives of physiology & biochemistry",2024,59,47,18,55,0,0,-0.527632742082372,6.2112366603892
"physiology scie","archives of physiology & biochemistry",2025,110,74,30,86,0,0,0.0953101798043249,7.2112366603892
"physiology scie","chronobiology international",2010,113,43,13,52,0,0,0.122217632724249,-7.7887633396108
"physiology scie","chronobiology international",2011,101,41,8,48,0,0,0.00995033085316809,-6.7887633396108
"physiology scie","chronobiology international",2012,127,54,21,66,0,0,0.2390169004705,-5.7887633396108
"physiology scie","chronobiology international",2013,100,45,21,59,0,0,0,-4.7887633396108
"physiology scie","chronobiology international",2014,126,44,21,57,0,0,0.231111720963387,-3.7887633396108
"physiology scie","chronobiology international",2015,144,58,22,72,0,0,0.364643113587909,-2.7887633396108
"physiology scie","chronobiology international",2016,126,39,18,52,0,0,0.231111720963387,-1.7887633396108
"physiology scie","chronobiology international",2017,126,33,17,44,0,0,0.231111720963387,-0.788763339610796
"physiology scie","chronobiology international",2018,162,57,28,72,0,0,0.482426149244293,0.211236660389204
"physiology scie","chronobiology international",2019,150,33,31,57,0,0,0.405465108108164,1.2112366603892
"physiology scie","chronobiology international",2020,150,37,23,56,0,0,0.405465108108164,2.2112366603892
"physiology scie","chronobiology international",2021,138,40,30,59,0,0,0.322083499169113,3.2112366603892
"physiology scie","chronobiology international",2022,136,37,25,55,0,0,0.307484699747961,4.2112366603892
"physiology scie","chronobiology international",2023,118,18,28,41,0,0,0.165514438477573,5.2112366603892
"physiology scie","chronobiology international",2024,117,24,29,48,0,0,0.157003748809665,6.2112366603892
"physiology scie","chronobiology international",2025,161,30,44,67,0,0,0.476234178996372,7.2112366603892
"physiology scie","clinical & experimental pharmacology & physiology",2010,148,108,7,112,0,0,0.392042087776024,-7.7887633396108
"physiology scie","clinical & experimental pharmacology & physiology",2011,89,73,2,73,0,0,-0.116533816255952,-6.7887633396108
"physiology scie","clinical & experimental pharmacology & physiology",2012,79,64,5,66,0,0,-0.23572233352107,-5.7887633396108
"physiology scie","clinical & experimental pharmacology & physiology",2013,64,45,13,52,0,0,-0.446287102628419,-4.7887633396108
"physiology scie","clinical & experimental pharmacology & physiology",2014,109,79,9,84,0,0,0.0861776962410524,-3.7887633396108
"physiology scie","clinical & experimental pharmacology & physiology",2015,137,103,20,112,0,0,0.314810739840034,-2.7887633396108
"physiology scie","clinical & experimental pharmacology & physiology",2016,116,93,33,103,0,0,0.148420005118273,-1.7887633396108
"physiology scie","clinical & experimental pharmacology & physiology",2017,123,101,35,111,0,0,0.207014169384326,-0.788763339610796
"physiology scie","clinical & experimental pharmacology & physiology",2018,119,98,24,104,0,0,0.173953307123438,0.211236660389204
"physiology scie","clinical & experimental pharmacology & physiology",2019,103,88,27,94,0,0,0.0295588022415444,1.2112366603892
"physiology scie","clinical & experimental pharmacology & physiology",2020,171,147,55,158,0,0,0.536493370514568,2.2112366603892
"physiology scie","clinical & experimental pharmacology & physiology",2021,141,103,43,121,0,0,0.343589704390077,3.2112366603892
"physiology scie","clinical & experimental pharmacology & physiology",2022,105,85,44,97,0,0,0.048790164169432,4.2112366603892
"physiology scie","clinical & experimental pharmacology & physiology",2023,81,62,34,71,0,0,-0.210721031315653,5.2112366603892
"physiology scie","clinical & experimental pharmacology & physiology",2024,71,44,37,64,0,0,-0.342490308946776,6.2112366603892
"physiology scie","clinical & experimental pharmacology & physiology",2025,72,44,31,58,0,0,-0.328504066972036,7.2112366603892
"physiology scie","clinical physiology & functional imaging",2010,64,13,11,22,0,0,-0.446287102628419,-7.7887633396108
"physiology scie","clinical physiology & functional imaging",2011,67,15,11,25,0,0,-0.400477566597125,-6.7887633396108
"physiology scie","clinical physiology & functional imaging",2012,66,13,2,15,0,0,-0.415515443961666,-5.7887633396108
"physiology scie","clinical physiology & functional imaging",2013,58,19,5,24,0,0,-0.544727175441672,-4.7887633396108
"physiology scie","clinical physiology & functional imaging",2014,53,17,5,21,0,0,-0.63487827243597,-3.7887633396108
"physiology scie","clinical physiology & functional imaging",2015,58,21,9,29,0,0,-0.544727175441672,-2.7887633396108
"physiology scie","clinical physiology & functional imaging",2016,61,16,11,24,0,0,-0.49429632181478,-1.7887633396108
"physiology scie","clinical physiology & functional imaging",2017,97,24,14,38,0,0,-0.0304592074847086,-0.788763339610796
"physiology scie","clinical physiology & functional imaging",2018,116,28,17,39,0,0,0.148420005118273,0.211236660389204
