"field","journal","year","n_graphs","n_bar_cont","n_informative","n_bar_or_informative","policy","policy_year","log_offset","year_centered"
"cardiac & cardiovascular systems","journal of heart & lung transplantation",2015,162,39,46,72,0,0,0.482426149244293,-2.7887633396108
"cardiac & cardiovascular systems","journal of heart & lung transplantation",2016,127,36,24,52,0,0,0.2390169004705,-1.7887633396108
"cardiac & cardiovascular systems","journal of heart & lung transplantation",2017,123,27,38,56,0,0,0.207014169384326,-0.788763339610796
"cardiac & cardiovascular systems","journal of heart & lung transplantation",2018,117,23,36,51,0,0,0.157003748809665,0.211236660389204
"cardiac & cardiovascular systems","journal of heart & lung transplantation",2019,96,16,24,36,0,0,-0.0408219945202552,1.2112366603892
"cardiac & cardiovascular systems","journal of heart & lung transplantation",2020,109,16,39,51,0,0,0.0861776962410524,2.2112366603892
"cardiac & cardiovascular systems","journal of heart & lung transplantation",2021,121,15,45,53,0,0,0.19062035960865,3.2112366603892
"cardiac & cardiovascular systems","journal of heart & lung transplantation",2022,139,15,48,55,0,0,0.3293037471426,4.2112366603892
"cardiac & cardiovascular systems","journal of heart & lung transplantation",2023,150,15,52,61,0,0,0.405465108108164,5.2112366603892
"cardiac & cardiovascular systems","journal of heart & lung transplantation",2024,146,16,49,59,0,0,0.378436435720245,6.2112366603892
"cardiac & cardiovascular systems","journal of heart & lung transplantation",2025,146,20,61,75,0,0,0.378436435720245,7.2112366603892
"cardiac & cardiovascular systems","journal of molecular & cellular cardiology",2010,196,177,27,181,1,1,0.672944473242426,-7.7887633396108
"cardiac & cardiovascular systems","journal of molecular & cellular cardiology",2011,162,151,21,153,1,2,0.482426149244293,-6.7887633396108
"cardiac & cardiovascular systems","journal of molecular & cellular cardiology",2012,176,168,31,173,1,3,0.56531380905006,-5.7887633396108
"cardiac & cardiovascular systems","journal of molecular & cellular cardiology",2013,160,154,21,155,1,4,0.470003629245736,-4.7887633396108
"cardiac & cardiovascular systems","journal of molecular & cellular cardiology",2014,176,161,44,168,1,5,0.56531380905006,-3.7887633396108
"cardiac & cardiovascular systems","journal of molecular & cellular cardiology",2015,215,199,48,207,1,6,0.765467842139571,-2.7887633396108
"cardiac & cardiovascular systems","journal of molecular & cellular cardiology",2016,154,136,27,138,1,7,0.431782416425538,-1.7887633396108
"cardiac & cardiovascular systems","journal of molecular & cellular cardiology",2017,106,94,32,98,1,8,0.0582689081239758,-0.788763339610796
"cardiac & cardiovascular systems","journal of molecular & cellular cardiology",2018,188,167,69,184,1,9,0.631271776841858,0.211236660389204
"cardiac & cardiovascular systems","journal of molecular & cellular cardiology",2019,186,152,97,181,1,10,0.62057648772511,1.2112366603892
"cardiac & cardiovascular systems","journal of molecular & cellular cardiology",2020,133,91,84,123,1,11,0.285178942233662,2.2112366603892
"cardiac & cardiovascular systems","journal of molecular & cellular cardiology",2021,105,47,82,96,1,12,0.048790164169432,3.2112366603892
"cardiac & cardiovascular systems","journal of molecular & cellular cardiology",2022,97,37,84,93,1,13,-0.0304592074847086,4.2112366603892
"cardiac & cardiovascular systems","journal of molecular & cellular cardiology",2023,70,25,65,66,1,14,-0.356674943938732,5.2112366603892
"cardiac & cardiovascular systems","journal of molecular & cellular cardiology",2024,88,28,79,81,1,15,-0.127833371509885,6.2112366603892
"cardiac & cardiovascular systems","journal of molecular & cellular cardiology",2025,86,31,79,84,1,16,-0.150822889734584,7.2112366603892
"cardiac & cardiovascular systems","journal of nuclear cardiology",2010,64,21,13,29,0,0,-0.446287102628419,-7.7887633396108
"cardiac & cardiovascular systems","journal of nuclear cardiology",2011,66,15,9,23,0,0,-0.415515443961666,-6.7887633396108
"cardiac & cardiovascular systems","journal of nuclear cardiology",2012,73,21,9,29,0,0,-0.3147107448397,-5.7887633396108
"cardiac & cardiovascular systems","journal of nuclear cardiology",2013,65,13,11,22,0,0,-0.430782916092454,-4.7887633396108
"cardiac & cardiovascular systems","journal of nuclear cardiology",2014,78,22,15,32,0,0,-0.2484613592985,-3.7887633396108
"cardiac & cardiovascular systems","journal of nuclear cardiology",2015,49,15,10,23,0,0,-0.713349887877465,-2.7887633396108
"cardiac & cardiovascular systems","journal of nuclear cardiology",2016,59,9,9,17,0,0,-0.527632742082372,-1.7887633396108
"cardiac & cardiovascular systems","journal of nuclear cardiology",2017,89,18,21,35,0,0,-0.116533816255952,-0.788763339610796
"cardiac & cardiovascular systems","journal of nuclear cardiology",2018,105,25,20,40,0,0,0.048790164169432,0.211236660389204
"cardiac & cardiovascular systems","journal of nuclear cardiology",2019,95,16,21,35,0,0,-0.0512932943875506,1.2112366603892
"cardiac & cardiovascular systems","journal of nuclear cardiology",2020,127,31,32,57,0,0,0.2390169004705,2.2112366603892
"cardiac & cardiovascular systems","journal of nuclear cardiology",2021,163,41,57,84,0,0,0.488580014818671,3.2112366603892
"cardiac & cardiovascular systems","journal of nuclear cardiology",2022,206,38,67,95,0,0,0.72270598280149,4.2112366603892
"cardiac & cardiovascular systems","journal of nuclear cardiology",2023,153,30,60,82,0,0,0.425267735404344,5.2112366603892
"cardiac & cardiovascular systems","journal of nuclear cardiology",2024,38,7,17,23,0,0,-0.967584026261706,6.2112366603892
"cardiac & cardiovascular systems","journal of nuclear cardiology",2025,25,5,9,14,0,0,-1.38629436111989,7.2112366603892
"cardiac & cardiovascular systems","journal of the american heart association",2012,83,35,19,45,1,1,-0.186329578191493,-5.7887633396108
"cardiac & cardiovascular systems","journal of the american heart association",2013,219,100,66,133,1,2,0.783901543828409,-4.7887633396108
"cardiac & cardiovascular systems","journal of the american heart association",2014,322,123,82,162,1,3,1.16938135955632,-3.7887633396108
"cardiac & cardiovascular systems","journal of the american heart association",2015,329,94,81,145,1,4,1.19088756477728,-2.7887633396108
"cardiac & cardiovascular systems","journal of the american heart association",2016,544,183,122,250,1,5,1.69377906086785,-1.7887633396108
"cardiac & cardiovascular systems","journal of the american heart association",2017,720,232,199,349,1,6,1.97408102602201,-0.788763339610796
"cardiac & cardiovascular systems","journal of the american heart association",2018,710,198,206,317,1,7,1.96009478404727,0.211236660389204
"cardiac & cardiovascular systems","journal of the american heart association",2019,726,142,209,297,1,8,1.9823798288367,1.2112366603892
"cardiac & cardiovascular systems","journal of the american heart association",2020,796,176,258,363,1,9,2.07442899985629,2.2112366603892
"cardiac & cardiovascular systems","journal of the american heart association",2021,960,172,334,423,1,10,2.26176309847379,3.2112366603892
"cardiac & cardiovascular systems","journal of the american heart association",2022,795,107,277,326,1,11,2.07317192866624,4.2112366603892
"cardiac & cardiovascular systems","journal of the american heart association",2023,771,80,253,295,1,12,2.04251818757524,5.2112366603892
"cardiac & cardiovascular systems","journal of the american heart association",2024,997,118,288,364,1,13,2.29958058397375,6.2112366603892
"cardiac & cardiovascular systems","journal of the american heart association",2025,1062,105,308,366,1,14,2.36273901581379,7.2112366603892
"cardiac & cardiovascular systems","nutrition metabolism & cardiovascular diseases",2010,68,23,5,27,0,0,-0.385662480811985,-7.7887633396108
"cardiac & cardiovascular systems","nutrition metabolism & cardiovascular diseases",2011,112,36,3,37,0,0,0.113328685307003,-6.7887633396108
"cardiac & cardiovascular systems","nutrition metabolism & cardiovascular diseases",2012,118,27,10,37,0,0,0.165514438477573,-5.7887633396108
"cardiac & cardiovascular systems","nutrition metabolism & cardiovascular diseases",2013,152,39,11,48,0,0,0.418710334858185,-4.7887633396108
"cardiac & cardiovascular systems","nutrition metabolism & cardiovascular diseases",2014,150,44,22,61,0,0,0.405465108108164,-3.7887633396108
"cardiac & cardiovascular systems","nutrition metabolism & cardiovascular diseases",2015,120,27,13,37,0,0,0.182321556793955,-2.7887633396108
"cardiac & cardiovascular systems","nutrition metabolism & cardiovascular diseases",2016,110,36,13,45,0,0,0.0953101798043249,-1.7887633396108
"cardiac & cardiovascular systems","nutrition metabolism & cardiovascular diseases",2017,104,25,15,35,0,0,0.0392207131532813,-0.788763339610796
"cardiac & cardiovascular systems","nutrition metabolism & cardiovascular diseases",2018,128,30,24,50,0,0,0.246860077931526,0.211236660389204
"cardiac & cardiovascular systems","nutrition metabolism & cardiovascular diseases",2019,130,34,20,47,0,0,0.262364264467491,1.2112366603892
"cardiac & cardiovascular systems","nutrition metabolism & cardiovascular diseases",2020,216,34,30,61,0,0,0.770108221696074,2.2112366603892
"cardiac & cardiovascular systems","nutrition metabolism & cardiovascular diseases",2021,306,54,60,102,0,0,1.11841491596429,3.2112366603892
"cardiac & cardiovascular systems","nutrition metabolism & cardiovascular diseases",2022,245,39,38,70,0,0,0.896088024556636,4.2112366603892
"cardiac & cardiovascular systems","nutrition metabolism & cardiovascular diseases",2023,221,27,26,47,0,0,0.792992515529661,5.2112366603892
"cardiac & cardiovascular systems","nutrition metabolism & cardiovascular diseases",2024,259,22,36,55,0,0,0.951657875711446,6.2112366603892
"cardiac & cardiovascular systems","nutrition metabolism & cardiovascular diseases",2025,229,18,36,50,0,0,0.828551817566148,7.2112366603892
"clinical neurology","brain",2010,258,140,69,172,1,1,0.947789398933526,-7.7887633396108
"clinical neurology","brain",2011,251,123,58,158,1,2,0.920282753143692,-6.7887633396108
"clinical neurology","brain",2012,258,126,80,172,1,3,0.947789398933526,-5.7887633396108
"clinical neurology","brain",2013,243,126,58,156,1,4,0.887891257352457,-4.7887633396108
"clinical neurology","brain",2014,221,113,64,145,1,5,0.792992515529661,-3.7887633396108
"clinical neurology","brain",2015,239,122,75,158,1,6,0.871293365943419,-2.7887633396108
"clinical neurology","brain",2016,198,96,67,129,1,7,0.683096844706444,-1.7887633396108
"clinical neurology","brain",2017,204,102,79,140,1,8,0.712949807856125,-0.788763339610796
"clinical neurology","brain",2018,200,72,113,150,1,9,0.693147180559945,0.211236660389204
"clinical neurology","brain",2019,243,30,155,168,1,10,0.887891257352457,1.2112366603892
"clinical neurology","brain",2020,212,29,142,151,1,11,0.751416088683921,2.2112366603892
"clinical neurology","brain",2021,231,33,164,173,1,12,0.837247524533702,3.2112366603892
"clinical neurology","brain",2022,292,34,202,207,1,13,1.07158361628019,4.2112366603892
"clinical neurology","brain",2023,348,63,235,246,1,14,1.24703229378638,5.2112366603892
"clinical neurology","brain",2024,265,59,198,207,1,15,0.974559639998131,6.2112366603892
"clinical neurology","brain",2025,403,84,296,307,1,16,1.39376637595859,7.2112366603892
"clinical neurology","movement disorders",2010,340,86,74,137,0,0,1.22377543162212,-7.7887633396108
"clinical neurology","movement disorders",2011,246,72,89,137,0,0,0.900161349944271,-6.7887633396108
"clinical neurology","movement disorders",2012,147,34,28,59,0,0,0.385262400790645,-5.7887633396108
"clinical neurology","movement disorders",2013,128,35,15,42,0,0,0.246860077931526,-4.7887633396108
"clinical neurology","movement disorders",2014,153,34,25,51,0,0,0.425267735404344,-3.7887633396108
"clinical neurology","movement disorders",2015,154,27,24,46,0,0,0.431782416425538,-2.7887633396108
"clinical neurology","movement disorders",2016,124,29,17,43,0,0,0.215111379616945,-1.7887633396108
"clinical neurology","movement disorders",2017,115,26,31,53,0,0,0.139761942375159,-0.788763339610796
"clinical neurology","movement disorders",2018,121,38,35,64,0,0,0.19062035960865,0.211236660389204
"clinical neurology","movement disorders",2019,132,41,36,62,0,0,0.27763173659828,1.2112366603892
"clinical neurology","movement disorders",2020,210,43,64,94,0,0,0.741937344729377,2.2112366603892
"clinical neurology","movement disorders",2021,235,45,93,122,0,0,0.854415328156068,3.2112366603892
"clinical neurology","movement disorders",2022,198,37,85,103,0,0,0.683096844706444,4.2112366603892
"clinical neurology","movement disorders",2023,189,26,84,100,0,0,0.636576829071551,5.2112366603892
"clinical neurology","movement disorders",2024,172,17,71,83,0,0,0.542324290825362,6.2112366603892
"clinical neurology","movement disorders",2025,254,30,105,124,0,0,0.932164081030445,7.2112366603892
"clinical neurology","neuro oncology",2010,124,53,26,65,0,0,0.215111379616945,-7.7887633396108
"clinical neurology","neuro oncology",2011,120,50,24,62,0,0,0.182321556793955,-6.7887633396108
"clinical neurology","neuro oncology",2012,132,58,45,75,0,0,0.27763173659828,-5.7887633396108
"clinical neurology","neuro oncology",2013,154,70,49,91,0,0,0.431782416425538,-4.7887633396108
"clinical neurology","neuro oncology",2014,137,47,43,64,0,0,0.314810739840034,-3.7887633396108
"clinical neurology","neuro oncology",2015,132,53,41,73,0,0,0.27763173659828,-2.7887633396108
"clinical neurology","neuro oncology",2016,130,61,45,75,0,0,0.262364264467491,-1.7887633396108
"clinical neurology","neuro oncology",2017,125,42,43,66,0,0,0.22314355131421,-0.788763339610796
"clinical neurology","neuro oncology",2018,118,47,44,62,0,0,0.165514438477573,0.211236660389204
"clinical neurology","neuro oncology",2019,103,41,44,62,0,0,0.0295588022415444,1.2112366603892
"clinical neurology","neuro oncology",2020,127,45,57,69,0,0,0.2390169004705,2.2112366603892
"clinical neurology","neuro oncology",2021,131,34,64,70,0,0,0.27002713721306,3.2112366603892
"clinical neurology","neuro oncology",2022,142,46,68,81,0,0,0.350656871613169,4.2112366603892
"clinical neurology","neuro oncology",2023,152,50,84,95,0,0,0.418710334858185,5.2112366603892
"clinical neurology","neuro oncology",2024,142,45,88,94,0,0,0.350656871613169,6.2112366603892
"clinical neurology","neuro oncology",2025,258,88,152,170,0,0,0.947789398933526,7.2112366603892
"clinical neurology","neuropathology & applied neurobiology",2010,37,22,10,26,0,0,-0.994252273343867,-7.7887633396108
"clinical neurology","neuropathology & applied neurobiology",2011,38,22,11,27,0,0,-0.967584026261706,-6.7887633396108
"clinical neurology","neuropathology & applied neurobiology",2012,39,23,10,28,0,0,-0.941608539858445,-5.7887633396108
"clinical neurology","neuropathology & applied neurobiology",2013,46,21,14,30,0,0,-0.776528789498996,-4.7887633396108
"clinical neurology","neuropathology & applied neurobiology",2014,48,27,9,33,0,0,-0.7339691750802,-3.7887633396108
"clinical neurology","neuropathology & applied neurobiology",2015,48,27,17,35,0,0,-0.7339691750802,-2.7887633396108
"clinical neurology","neuropathology & applied neurobiology",2016,26,15,6,17,0,0,-1.34707364796661,-1.7887633396108
"clinical neurology","neuropathology & applied neurobiology",2017,24,11,8,16,0,0,-1.42711635564015,-0.788763339610796
"clinical neurology","neuropathology & applied neurobiology",2018,29,11,15,20,0,0,-1.23787435600162,0.211236660389204
"clinical neurology","neuropathology & applied neurobiology",2019,28,11,17,24,0,0,-1.27296567581289,1.2112366603892
"clinical neurology","neuropathology & applied neurobiology",2020,28,17,17,24,0,0,-1.27296567581289,2.2112366603892
"clinical neurology","neuropathology & applied neurobiology",2021,66,29,40,53,0,0,-0.415515443961666,3.2112366603892
"clinical neurology","neuropathology & applied neurobiology",2022,63,30,33,45,0,0,-0.462035459596559,4.2112366603892
"clinical neurology","neuropathology & applied neurobiology",2023,58,27,34,47,0,0,-0.544727175441672,5.2112366603892
"clinical neurology","neuropathology & applied neurobiology",2024,30,7,22,23,0,0,-1.20397280432594,6.2112366603892
"clinical neurology","neuropathology & applied neurobiology",2025,32,5,21,23,0,0,-1.13943428318836,7.2112366603892
"clinical neurology","neurotherapeutics",2011,9,5,1,5,0,0,-2.40794560865187,-6.7887633396108
"clinical neurology","neurotherapeutics",2012,15,13,2,13,0,0,-1.89711998488588,-5.7887633396108
"clinical neurology","neurotherapeutics",2013,11,8,2,8,0,0,-2.20727491318972,-4.7887633396108
"clinical neurology","neurotherapeutics",2014,16,11,1,11,0,0,-1.83258146374831,-3.7887633396108
"clinical neurology","neurotherapeutics",2015,17,14,1,14,0,0,-1.77195684193188,-2.7887633396108
"clinical neurology","neurotherapeutics",2016,21,15,6,17,0,0,-1.56064774826467,-1.7887633396108
"clinical neurology","neurotherapeutics",2017,23,17,7,18,0,0,-1.46967597005894,-0.788763339610796
"clinical neurology","neurotherapeutics",2018,29,19,8,22,0,0,-1.23787435600162,0.211236660389204
"clinical neurology","neurotherapeutics",2019,47,27,20,39,0,0,-0.755022584278033,1.2112366603892
"clinical neurology","neurotherapeutics",2020,75,55,31,67,0,0,-0.287682072451781,2.2112366603892
"clinical neurology","neurotherapeutics",2021,115,68,63,100,0,0,0.139761942375159,3.2112366603892
"clinical neurology","neurotherapeutics",2022,65,38,36,52,0,0,-0.430782916092454,4.2112366603892
"clinical neurology","neurotherapeutics",2023,71,30,45,55,0,0,-0.342490308946776,5.2112366603892
"clinical neurology","neurotherapeutics",2024,82,31,50,63,0,0,-0.198450938723838,6.2112366603892
"clinical neurology","neurotherapeutics",2025,162,62,106,130,0,0,0.482426149244293,7.2112366603892
"clinical neurology","stroke",2010,383,94,45,123,1,1,1.34286480319255,-7.7887633396108
"clinical neurology","stroke",2011,459,114,66,162,1,2,1.52388002407245,-6.7887633396108
"clinical neurology","stroke",2012,414,105,57,145,1,3,1.42069578783722,-5.7887633396108
"clinical neurology","stroke",2013,398,111,50,145,1,4,1.38128181929635,-4.7887633396108
"clinical neurology","stroke",2014,407,98,67,143,1,5,1.4036429994545,-3.7887633396108
"clinical neurology","stroke",2015,409,110,68,150,1,6,1.40854497005471,-2.7887633396108
"clinical neurology","stroke",2016,387,68,65,114,1,7,1.35325450704169,-1.7887633396108
"clinical neurology","stroke",2017,434,90,78,142,1,8,1.46787434811231,-0.788763339610796
"clinical neurology","stroke",2018,338,72,81,124,1,9,1.21787570949493,0.211236660389204
"clinical neurology","stroke",2019,340,45,68,98,1,10,1.22377543162212,1.2112366603892
"clinical neurology","stroke",2020,354,46,75,104,1,11,1.26412672714568,2.2112366603892
"clinical neurology","stroke",2021,364,31,82,101,1,12,1.29198368164865,3.2112366603892
"clinical neurology","stroke",2022,301,26,74,91,1,13,1.10194007876078,4.2112366603892
"clinical neurology","stroke",2023,240,24,77,91,1,14,0.8754687373539,5.2112366603892
"clinical neurology","stroke",2024,215,21,53,67,1,15,0.765467842139571,6.2112366603892
"clinical neurology","stroke",2025,287,18,81,91,1,16,1.05431202977153,7.2112366603892
"endocrinology & metabolism","antioxidants & redox signaling",2010,88,78,12,82,1,1,-0.127833371509885,-7.7887633396108
"endocrinology & metabolism","antioxidants & redox signaling",2011,141,126,23,128,1,2,0.343589704390077,-6.7887633396108
"endocrinology & metabolism","antioxidants & redox signaling",2012,103,91,21,95,1,3,0.0295588022415444,-5.7887633396108
"endocrinology & metabolism","antioxidants & redox signaling",2013,138,120,25,124,1,4,0.322083499169113,-4.7887633396108
"endocrinology & metabolism","antioxidants & redox signaling",2014,158,142,27,145,1,5,0.457424847038875,-3.7887633396108
"endocrinology & metabolism","antioxidants & redox signaling",2015,106,92,22,95,1,6,0.0582689081239758,-2.7887633396108
"endocrinology & metabolism","antioxidants & redox signaling",2016,88,81,28,84,1,7,-0.127833371509885,-1.7887633396108
"endocrinology & metabolism","antioxidants & redox signaling",2017,90,84,27,84,1,8,-0.105360515657826,-0.788763339610796
"endocrinology & metabolism","antioxidants & redox signaling",2018,74,56,25,62,1,9,-0.301105092783922,0.211236660389204
"endocrinology & metabolism","antioxidants & redox signaling",2019,105,77,40,90,1,10,0.048790164169432,1.2112366603892
"endocrinology & metabolism","antioxidants & redox signaling",2020,72,42,26,45,1,11,-0.328504066972036,2.2112366603892
"endocrinology & metabolism","antioxidants & redox signaling",2021,51,24,32,42,1,12,-0.673344553263766,3.2112366603892
"endocrinology & metabolism","antioxidants & redox signaling",2022,37,7,31,33,1,13,-0.994252273343867,4.2112366603892
"endocrinology & metabolism","antioxidants & redox signaling",2023,36,15,34,35,1,14,-1.02165124753198,5.2112366603892
"endocrinology & metabolism","antioxidants & redox signaling",2024,41,12,37,37,1,15,-0.891598119283784,6.2112366603892
"endocrinology & metabolism","antioxidants & redox signaling",2025,91,34,90,90,1,16,-0.0943106794712413,7.2112366603892
"endocrinology & metabolism","biofactors",2010,19,15,1,15,0,0,-1.66073120682165,-7.7887633396108
"endocrinology & metabolism","biofactors",2011,23,19,2,21,0,0,-1.46967597005894,-6.7887633396108
"endocrinology & metabolism","biofactors",2012,28,18,2,20,0,0,-1.27296567581289,-5.7887633396108
"endocrinology & metabolism","biofactors",2013,34,25,1,25,0,0,-1.07880966137193,-4.7887633396108
"endocrinology & metabolism","biofactors",2014,31,25,5,26,0,0,-1.17118298150295,-3.7887633396108
"endocrinology & metabolism","biofactors",2015,40,35,4,36,0,0,-0.916290731874155,-2.7887633396108
"endocrinology & metabolism","biofactors",2016,45,38,7,40,0,0,-0.798507696217772,-1.7887633396108
"endocrinology & metabolism","biofactors",2017,48,46,6,46,0,0,-0.7339691750802,-0.788763339610796
"endocrinology & metabolism","biofactors",2018,40,36,6,38,0,0,-0.916290731874155,0.211236660389204
"endocrinology & metabolism","biofactors",2019,62,49,15,54,0,0,-0.478035800943,1.2112366603892
"endocrinology & metabolism","biofactors",2020,53,46,11,48,0,0,-0.63487827243597,2.2112366603892
"endocrinology & metabolism","biofactors",2021,40,34,17,38,0,0,-0.916290731874155,3.2112366603892
"endocrinology & metabolism","biofactors",2022,50,37,17,43,0,0,-0.693147180559945,4.2112366603892
"endocrinology & metabolism","biofactors",2023,47,35,18,43,0,0,-0.755022584278033,5.2112366603892
"endocrinology & metabolism","biofactors",2024,58,46,32,56,0,0,-0.544727175441672,6.2112366603892
"endocrinology & metabolism","biofactors",2025,94,72,54,90,0,0,-0.0618754037180875,7.2112366603892
"endocrinology & metabolism","cardiovascular diabetology",2010,87,38,12,48,0,0,-0.139262067333508,-7.7887633396108
"endocrinology & metabolism","cardiovascular diabetology",2011,104,51,14,61,0,0,0.0392207131532813,-6.7887633396108
"endocrinology & metabolism","cardiovascular diabetology",2012,141,62,14,71,0,0,0.343589704390077,-5.7887633396108
"endocrinology & metabolism","cardiovascular diabetology",2013,163,80,19,92,0,0,0.488580014818671,-4.7887633396108
"endocrinology & metabolism","cardiovascular diabetology",2014,148,83,26,98,0,0,0.392042087776024,-3.7887633396108
"endocrinology & metabolism","cardiovascular diabetology",2015,141,56,25,74,0,0,0.343589704390077,-2.7887633396108
"endocrinology & metabolism","cardiovascular diabetology",2016,144,62,27,80,0,0,0.364643113587909,-1.7887633396108
"endocrinology & metabolism","cardiovascular diabetology",2017,120,46,24,64,0,0,0.182321556793955,-0.788763339610796
"endocrinology & metabolism","cardiovascular diabetology",2018,128,40,29,59,0,0,0.246860077931526,0.211236660389204
"endocrinology & metabolism","cardiovascular diabetology",2019,140,34,30,61,0,0,0.336472236621213,1.2112366603892
"endocrinology & metabolism","cardiovascular diabetology",2020,180,38,39,70,0,0,0.587786664902119,2.2112366603892
"endocrinology & metabolism","cardiovascular diabetology",2021,194,32,35,61,0,0,0.662687973075237,3.2112366603892
"endocrinology & metabolism","cardiovascular diabetology",2022,251,25,64,82,0,0,0.920282753143692,4.2112366603892
"endocrinology & metabolism","cardiovascular diabetology",2023,299,53,87,121,0,0,1.0952733874026,5.2112366603892
"endocrinology & metabolism","cardiovascular diabetology",2024,397,66,154,192,0,0,1.3787660946991,6.2112366603892
"endocrinology & metabolism","cardiovascular diabetology",2025,417,58,169,205,0,0,1.42791603581071,7.2112366603892
"endocrinology & metabolism","cell metabolism",2010,97,94,19,94,0,0,-0.0304592074847086,-7.7887633396108
"endocrinology & metabolism","cell metabolism",2011,118,114,36,114,0,0,0.165514438477573,-6.7887633396108
"endocrinology & metabolism","cell metabolism",2012,123,110,22,112,0,0,0.207014169384326,-5.7887633396108
"endocrinology & metabolism","cell metabolism",2013,120,117,27,118,0,0,0.182321556793955,-4.7887633396108
"endocrinology & metabolism","cell metabolism",2014,136,126,46,128,0,0,0.307484699747961,-3.7887633396108
"endocrinology & metabolism","cell metabolism",2015,129,116,52,125,0,0,0.254642218373581,-2.7887633396108
"endocrinology & metabolism","cell metabolism",2016,134,116,78,123,0,0,0.29266961396282,-1.7887633396108
"endocrinology & metabolism","cell metabolism",2017,129,112,75,121,0,0,0.254642218373581,-0.788763339610796
"endocrinology & metabolism","cell metabolism",2018,135,119,84,135,0,0,0.300104592450338,0.211236660389204
"endocrinology & metabolism","cell metabolism",2019,148,122,114,145,0,0,0.392042087776024,1.2112366603892
"endocrinology & metabolism","cell metabolism",2020,129,75,107,123,0,0,0.254642218373581,2.2112366603892
"endocrinology & metabolism","cell metabolism",2021,119,69,104,115,0,0,0.173953307123438,3.2112366603892
"endocrinology & metabolism","cell metabolism",2022,107,47,97,105,0,0,0.0676586484738149,4.2112366603892
"endocrinology & metabolism","cell metabolism",2023,118,52,110,115,0,0,0.165514438477573,5.2112366603892
"endocrinology & metabolism","cell metabolism",2024,118,41,116,116,0,0,0.165514438477573,6.2112366603892
"endocrinology & metabolism","cell metabolism",2025,135,57,129,134,0,0,0.300104592450338,7.2112366603892
"endocrinology & metabolism","diabetes",2010,341,260,62,273,1,1,1.22671229129543,-7.7887633396108
"endocrinology & metabolism","diabetes",2011,331,270,60,283,1,2,1.19694818938897,-6.7887633396108
"endocrinology & metabolism","diabetes",2012,318,260,71,280,1,3,1.15688119679209,-5.7887633396108
"endocrinology & metabolism","diabetes",2013,383,314,84,337,1,4,1.34286480319255,-4.7887633396108
"endocrinology & metabolism","diabetes",2014,334,269,103,297,1,5,1.20597080698861,-3.7887633396108
"endocrinology & metabolism","diabetes",2015,336,286,100,305,1,6,1.21194097397511,-2.7887633396108
"endocrinology & metabolism","diabetes",2016,293,231,117,257,1,7,1.07500242302898,-1.7887633396108
"endocrinology & metabolism","diabetes",2017,256,203,112,219,1,8,0.940007258491471,-0.788763339610796
"endocrinology & metabolism","diabetes",2018,209,149,132,180,1,9,0.73716406597672,0.211236660389204
"endocrinology & metabolism","diabetes",2019,171,100,115,143,1,10,0.536493370514568,1.2112366603892
"endocrinology & metabolism","diabetes",2020,195,82,146,162,1,11,0.667829372575655,2.2112366603892
"endocrinology & metabolism","diabetes",2021,216,78,164,181,1,12,0.770108221696074,3.2112366603892
"endocrinology & metabolism","diabetes",2022,187,68,141,156,1,13,0.625938430866495,4.2112366603892
"endocrinology & metabolism","diabetes",2023,137,43,106,113,1,14,0.314810739840034,5.2112366603892
"endocrinology & metabolism","diabetes",2024,149,54,113,126,1,15,0.398776119957368,6.2112366603892
"endocrinology & metabolism","diabetes",2025,176,47,131,139,1,16,0.56531380905006,7.2112366603892
"endocrinology & metabolism","diabetes & metabolism journal",2011,73,28,5,31,0,0,-0.3147107448397,-6.7887633396108
"endocrinology & metabolism","diabetes & metabolism journal",2012,53,9,1,10,0,0,-0.63487827243597,-5.7887633396108
"endocrinology & metabolism","diabetes & metabolism journal",2013,47,14,1,15,0,0,-0.755022584278033,-4.7887633396108
"endocrinology & metabolism","diabetes & metabolism journal",2014,33,6,3,9,0,0,-1.10866262452161,-3.7887633396108
"endocrinology & metabolism","diabetes & metabolism journal",2015,39,9,0,9,0,0,-0.941608539858445,-2.7887633396108
"endocrinology & metabolism","diabetes & metabolism journal",2016,34,10,5,15,0,0,-1.07880966137193,-1.7887633396108
"endocrinology & metabolism","diabetes & metabolism journal",2017,32,8,1,8,0,0,-1.13943428318836,-0.788763339610796
"endocrinology & metabolism","diabetes & metabolism journal",2018,38,8,5,12,0,0,-0.967584026261706,0.211236660389204
"endocrinology & metabolism","diabetes & metabolism journal",2019,56,14,9,20,0,0,-0.579818495252942,1.2112366603892
"endocrinology & metabolism","diabetes & metabolism journal",2020,57,16,9,22,0,0,-0.562118918153541,2.2112366603892
"endocrinology & metabolism","diabetes & metabolism journal",2021,59,17,12,24,0,0,-0.527632742082372,3.2112366603892
"endocrinology & metabolism","diabetes & metabolism journal",2022,54,13,4,16,0,0,-0.616186139423817,4.2112366603892
"endocrinology & metabolism","diabetes & metabolism journal",2023,47,13,11,19,0,0,-0.755022584278033,5.2112366603892
"endocrinology & metabolism","diabetes & metabolism journal",2024,51,23,14,30,0,0,-0.673344553263766,6.2112366603892
"endocrinology & metabolism","diabetes & metabolism journal",2025,92,31,38,52,0,0,-0.083381608939051,7.2112366603892
"endocrinology & metabolism","diabetes care",2010,299,58,27,81,0,0,1.0952733874026,-7.7887633396108
